Date,AMZN.Open,AMZN.High,AMZN.Low,AMZN.Close,Volume,RSI,RSIU,RSIL,MACD,MACDSig,MACDHist
7/6/2020,2934.97,3059.88,2930.0,3057.04,6880652.0,84.96,70.0,30.0,115.49,90.73,24.76
7/7/2020,3058.55,3069.55,2990.0,3000.12,5257687.0,77.21,70.0,30.0,123.73,97.33,26.4
7/8/2020,3022.61,3083.97,3012.43,3081.11,5037784.0,78.87,70.0,30.0,135.24,104.91,30.33
7/9/2020,3115.99,3193.88,3074.0,3182.63,6388661.0,81.06,70.0,30.0,150.82,114.09,36.73
7/10/2020,3191.76,3215.0,3135.7,3200.0,5485988.0,80.98,70.0,30.0,162.69,123.81,38.88
7/13/2020,3251.06,3344.29,3068.39,3104.0,7720550.0,71.57,70.0,30.0,162.48,131.55,30.93
7/14/2020,3089.0,3127.38,2950.0,3084.0,7232139.0,68.29,70.0,30.0,158.86,137.01,21.85
7/15/2020,3080.21,3098.35,2973.18,3008.87,5788974.0,64.93,70.0,30.0,148.23,139.25,8.98
7/16/2020,2971.06,3032.0,2918.23,2999.9,6394286.0,63.51,70.0,30.0,137.49,138.9,-1.41
7/17/2020,3009.0,3024.0,2948.45,2961.97,4716326.0,65.22,70.0,30.0,124.49,136.02,-11.53
7/20/2020,3000.2,3201.36,2994.02,3196.84,7598179.0,73.34,70.0,30.0,131.62,135.14,-3.52
7/21/2020,3232.49,3240.58,3105.72,3138.29,6135006.0,67.46,70.0,30.0,131.03,134.32,-3.29
7/22/2020,3125.0,3150.0,3065.26,3099.91,4104258.0,61.01,70.0,30.0,126.02,132.66,-6.64
7/23/2020,3098.27,3098.27,2970.0,2986.55,5656936.0,54.35,70.0,30.0,111.61,128.45,-16.84
7/24/2020,2930.0,3031.58,2888.0,3008.91,5632471.0,47.5,70.0,30.0,100.84,122.93,-22.09
7/27/2020,3062.0,3098.0,3015.77,3055.21,4170627.0,52.89,70.0,30.0,94.94,117.33,-22.39
7/28/2020,3054.27,3077.09,2995.76,3000.33,3126677.0,45.64,70.0,30.0,84.86,110.83,-25.97
7/29/2020,3030.99,3039.16,2996.77,3033.53,2974060.0,41.3,70.0,30.0,78.64,104.39,-25.75
7/30/2020,3014.0,3092.0,3005.0,3051.88,6128565.0,41.37,70.0,30.0,74.34,98.38,-24.04
7/31/2020,3244.0,3246.82,3151.0,3164.68,8093456.0,53.47,70.0,30.0,79.12,94.53,-15.41
8/3/2020,3180.51,3184.0,3104.0,3111.89,5074984.0,51.54,70.0,30.0,77.75,91.17,-13.42
8/4/2020,3101.21,3167.24,3101.21,3138.83,4697108.0,57.56,70.0,30.0,77.94,88.53,-10.59
8/5/2020,3143.77,3213.59,3127.3,3205.03,3930090.0,61.19,70.0,30.0,82.48,87.32,-4.84
8/6/2020,3194.36,3247.47,3165.43,3225.0,3940602.0,64.63,70.0,30.0,86.69,87.19,-0.5
8/7/2020,3224.01,3240.81,3140.67,3167.46,3936244.0,47.96,70.0,30.0,84.42,86.64,-2.22
8/10/2020,3170.31,3172.51,3101.52,3148.16,3167308.0,50.72,70.0,30.0,80.13,85.34,-5.21
8/11/2020,3113.2,3159.22,3073.0,3080.67,3718067.0,48.65,70.0,30.0,70.47,82.36,-11.89
8/12/2020,3108.0,3174.39,3101.42,3162.24,3527250.0,62.92,70.0,30.0,68.61,79.61,-11.0
8/13/2020,3182.99,3217.52,3155.0,3161.02,3149093.0,61.55,70.0,30.0,66.28,76.95,-10.67
8/14/2020,3178.18,3178.24,3120.0,3148.02,2751723.0,57.42,70.0,30.0,62.65,74.09,-11.44
8/17/2020,3173.12,3194.97,3154.18,3182.41,2692081.0,65.05,70.0,30.0,61.84,71.64,-9.8
8/18/2020,3212.0,3320.0,3205.82,3312.49,5346057.0,69.88,70.0,30.0,70.88,71.49,-0.61
8/19/2020,3303.01,3315.9,3256.0,3260.48,4185186.0,64.18,70.0,30.0,73.01,71.79,1.22
8/20/2020,3252.0,3312.62,3238.0,3297.37,3332480.0,60.06,70.0,30.0,76.78,72.79,3.99
8/21/2020,3295.0,3314.4,3275.39,3284.72,3579879.0,63.95,70.0,30.0,77.85,73.8,4.05
8/24/2020,3310.15,3380.32,3257.56,3307.46,4667080.0,63.71,70.0,30.0,79.62,74.97,4.65
8/25/2020,3294.99,3357.4,3267.0,3346.49,4175433.0,62.03,70.0,30.0,83.21,76.62,6.59
8/26/2020,3351.11,3451.74,3344.57,3441.85,6756799.0,66.35,70.0,30.0,92.69,79.83,12.86
8/27/2020,3450.05,3453.0,3378.0,3400.0,4264795.0,67.95,70.0,30.0,95.71,83.01,12.7
8/28/2020,3423.0,3433.37,3386.5,3401.8,2896988.0,70.13,70.0,30.0,97.14,85.83,11.31
8/31/2020,3408.99,3495.0,3405.0,3450.96,4275993.0,80.26,70.0,30.0,101.07,88.88,12.19
9/1/2020,3489.58,3513.87,3467.0,3499.12,3473674.0,79.12,70.0,30.0,106.84,92.47,14.37
9/2/2020,3547.0,3552.25,3486.68,3531.45,3931478.0,80.39,70.0,30.0,112.72,96.52,16.2
9/3/2020,3485.0,3488.41,3303.0,3368.0,8161132.0,64.47,70.0,30.0,103.0,97.82,5.18
9/4/2020,3318.0,3381.5,3111.13,3294.62,8795030.0,57.02,70.0,30.0,88.36,95.93,-7.57
9/8/2020,3144.0,3250.84,3130.0,3149.84,6098247.0,40.0,70.0,30.0,64.34,89.61,-25.27
9/9/2020,3202.99,3303.18,3185.0,3268.61,5188675.0,50.46,70.0,30.0,54.26,82.54,-28.28
9/10/2020,3307.22,3349.89,3170.55,3175.11,5332828.0,43.48,70.0,30.0,38.28,73.69,-35.41
9/11/2020,3208.69,3217.34,3083.98,3116.22,5094292.0,41.43,70.0,30.0,20.63,63.08,-42.45
9/14/2020,3172.94,3187.39,3096.0,3102.97,4531572.0,39.5,70.0,30.0,5.51,51.56,-46.05
9/15/2020,3136.16,3175.02,3108.92,3156.13,4022497.0,40.36,70.0,30.0,-2.16,40.82,-42.98
9/16/2020,3179.99,3187.24,3074.15,3078.1,4531189.0,31.26,70.0,30.0,-14.37,29.78,-44.15
9/17/2020,3009.25,3029.43,2972.55,3008.73,6458354.0,30.4,70.0,30.0,-29.3,17.96,-47.26
9/18/2020,3031.74,3037.8,2905.54,2954.91,8899312.0,28.72,70.0,30.0,-44.97,5.38,-50.35
9/21/2020,2906.5,2962.0,2871.0,2960.47,6118036.0,25.63,70.0,30.0,-56.28,-6.95,-49.33
9/22/2020,3033.84,3133.99,3000.2,3128.99,6949040.0,33.58,70.0,30.0,-51.06,-15.78,-35.28
9/23/2020,3120.43,3127.0,2992.38,2999.86,5652665.0,28.28,70.0,30.0,-56.69,-23.96,-32.73
9/24/2020,2977.79,3069.3,2965.0,3019.79,5557452.0,33.88,70.0,30.0,-58.86,-30.94,-27.92
9/25/2020,3054.86,3101.54,2999.0,3095.13,4615222.0,40.78,70.0,30.0,-53.89,-35.53,-18.36
9/28/2020,3148.85,3175.04,3117.17,3174.05,4224191.0,51.19,70.0,30.0,-43.08,-37.04,-6.04
9/29/2020,3175.39,3188.26,3132.54,3144.88,3503407.0,43.32,70.0,30.0,-36.44,-36.92,0.48
9/30/2020,3141.14,3212.88,3133.99,3148.73,4896107.0,48.42,70.0,30.0,-30.52,-35.64,5.12
10/1/2020,3208.0,3224.0,3172.0,3221.26,4972061.0,56.17,70.0,30.0,-19.75,-32.46,12.71
10/2/2020,3153.63,3195.8,3123.0,3125.0,5613113.0,51.18,70.0,30.0,-18.77,-29.72,10.95
10/5/2020,3145.84,3202.53,3140.85,3199.2,3777849.0,52.26,70.0,30.0,-11.86,-26.15,14.29
10/6/2020,3165.0,3182.0,3090.0,3099.96,5121964.0,51.12,70.0,30.0,-14.23,-23.77,9.54
10/7/2020,3135.0,3200.0,3132.39,3195.69,4309440.0,59.33,70.0,30.0,-8.29,-20.67,12.38
10/8/2020,3224.99,3233.29,3174.99,3190.55,3179115.0,62.36,70.0,30.0,-3.95,-17.33,13.38
10/9/2020,3210.0,3288.99,3197.83,3286.65,4908056.0,65.62,70.0,30.0,7.16,-12.43,19.59
10/12/2020,3349.94,3496.24,3339.55,3442.93,8365356.0,65.21,70.0,30.0,28.25,-4.3,32.55
10/13/2020,3467.99,3492.38,3424.22,3443.63,5746337.0,74.56,70.0,30.0,44.5,5.46,39.04
10/14/2020,3447.0,3464.88,3340.0,3363.71,5828916.0,67.85,70.0,30.0,50.36,14.44,35.92
10/15/2020,3292.01,3355.88,3280.0,3338.65,5223515.0,63.33,70.0,30.0,52.37,22.03,30.34
10/16/2020,3363.23,3399.66,3160.0,3272.71,6474419.0,55.48,70.0,30.0,48.09,27.24,20.85
10/19/2020,3299.61,3329.0,3192.74,3207.21,5223426.0,53.33,70.0,30.0,38.97,29.59,9.38
10/20/2020,3222.28,3266.0,3192.01,3217.01,4509794.0,53.62,70.0,30.0,32.16,30.1,2.06
10/21/2020,3212.5,3233.88,3160.0,3184.94,4601236.0,47.99,70.0,30.0,23.89,28.86,-4.97
10/22/2020,3189.87,3198.75,3121.94,3176.4,4167005.0,53.16,70.0,30.0,16.47,26.38,-9.91
10/23/2020,3191.0,3205.33,3140.0,3204.4,3466687.0,50.34,70.0,30.0,12.69,23.64,-10.95
10/26/2020,3198.74,3282.98,3153.3,3209.23,5901388.0,58.11,70.0,30.0,9.98,20.91,-10.93
10/27/2020,3224.94,3291.66,3211.3,3286.33,4353735.0,56.92,70.0,30.0,13.89,19.51,-5.62
10/28/2020,3249.3,3264.02,3162.47,3162.78,5599530.0,48.2,70.0,30.0,6.94,16.99,-10.05
10/29/2020,3201.27,3257.25,3164.0,3211.01,6596631.0,44.79,70.0,30.0,5.26,14.65,-9.39
10/30/2020,3157.75,3167.0,3019.0,3036.15,8396337.0,22.67,70.0,30.0,-10.06,9.7,-19.76
11/2/2020,3061.74,3079.7,2950.12,3004.48,7265530.0,21.67,70.0,30.0,-24.48,2.87,-27.35
11/3/2020,3018.53,3074.9,2980.98,3048.41,4902999.0,28.67,70.0,30.0,-31.99,-4.1,-27.89
11/4/2020,3159.99,3244.85,3139.73,3241.16,6839042.0,44.62,70.0,30.0,-22.14,-7.71,-14.43
11/5/2020,3319.97,3366.8,3288.88,3322.0,5789287.0,52.67,70.0,30.0,-7.71,-7.71,0.0
11/6/2020,3304.64,3322.0,3232.0,3311.37,4647931.0,56.01,70.0,30.0,2.82,-5.6,8.42
11/9/2020,3231.03,3289.0,3112.11,3143.74,7190416.0,46.42,70.0,30.0,-2.32,-4.95,2.63
11/10/2020,3095.02,3114.0,3019.48,3035.02,6590958.0,43.19,70.0,30.0,-15.0,-6.96,-8.04
11/11/2020,3061.78,3139.14,3050.0,3137.39,4358567.0,48.37,70.0,30.0,-16.6,-8.89,-7.71
11/12/2020,3159.95,3175.88,3086.05,3110.28,4371253.0,46.06,70.0,30.0,-19.82,-11.07,-8.75
11/13/2020,3122.0,3141.72,3085.39,3128.81,3762588.0,46.67,70.0,30.0,-20.64,-12.99,-7.65
11/16/2020,3093.2,3142.7,3072.68,3131.06,3808721.0,43.15,70.0,30.0,-20.87,-14.56,-6.31
11/17/2020,3183.54,3189.25,3135.26,3135.66,3445140.0,48.66,70.0,30.0,-20.45,-15.74,-4.71
11/18/2020,3134.0,3140.0,3105.1,3105.46,2916885.0,44.7,70.0,30.0,-22.29,-17.05,-5.24
11/19/2020,3105.31,3125.0,3080.92,3117.02,3010270.0,54.86,70.0,30.0,-22.56,-18.15,-4.41
11/20/2020,3117.02,3132.89,3098.05,3099.4,3373936.0,55.8,70.0,30.0,-23.92,-19.31,-4.61
11/23/2020,3116.7,3139.74,3065.46,3098.39,4709898.0,53.22,70.0,30.0,-24.79,-20.4,-4.39
11/24/2020,3100.5,3134.25,3086.26,3118.06,3602157.0,39.79,70.0,30.0,-23.62,-21.05,-2.57
11/25/2020,3141.87,3198.0,3140.26,3185.07,3796406.0,38.37,70.0,30.0,-17.09,-20.25,3.16
11/27/2020,3211.26,3216.19,3190.05,3195.34,2392933.0,40.14,70.0,30.0,-10.96,-18.4,7.44
11/30/2020,3208.48,3228.39,3125.55,3168.04,4063916.0,52.71,70.0,30.0,-8.21,-16.36,8.15
12/1/2020,3188.5,3248.95,3157.18,3220.08,4545959.0,73.63,70.0,30.0,-1.81,-13.45,11.64
12/2/2020,3221.65,3232.0,3173.26,3203.53,3129683.0,60.82,70.0,30.0,1.9,-10.38,12.28
12/3/2020,3205.46,3228.64,3181.31,3186.73,2893481.0,62.94,70.0,30.0,3.45,-7.61,11.06
12/4/2020,3198.21,3198.21,3158.76,3162.58,3001038.0,55.61,70.0,30.0,2.7,-5.55,8.25
12/7/2020,3156.48,3180.76,3141.69,3158.0,2755329.0,54.44,70.0,30.0,1.71,-4.1,5.81
12/8/2020,3158.9,3184.13,3120.02,3177.29,3286317.0,56.54,70.0,30.0,2.46,-2.79,5.25
12/9/2020,3167.89,3174.43,3088.0,3104.2,4106077.0,49.83,70.0,30.0,-2.81,-2.79,-0.02
12/10/2020,3088.99,3142.1,3076.0,3101.49,3030250.0,47.79,70.0,30.0,-7.13,-3.66,-3.47
